ERA Journal Id,Title,Foreign Title,FoR 1,FoR 1 Name,FoR 2,FoR 2 Name,FoR 3,FoR 3 Name,ISSN 1,ISSN 2,ISSN 3,ISSN 4,ISSN 5,ISSN 6,ISSN 7,,,,,,
15092,Eukaryotic Cell,,06,Biological Sciences,11,Medical and Health Sciences,,,1535-9778,1535-9786,2379-5042,,,,,,,,,,
15096,Experimental Parasitology,,0605,Microbiology,0707,Veterinary Sciences,,,0014-4894,1090-2449,,,,,,,,,,,
15097,Extremophiles,,0201,Astronomical and Space Sciences,0605,Microbiology,1108,Medical Microbiology,1431-0651,1433-4909,,,,,,,,,,,
15099,Pathogens and Disease,,1102,Cardiorespiratory Medicine and Haematology,1107,Immunology,1108,Medical Microbiology,0928-8244,1574-695X,2049-632X,,,,,,,,,,
15100,FEMS Microbiology Ecology,,05,Environmental Sciences,06,Biological Sciences,11,Medical and Health Sciences,0168-6496,1574-6941,,,,,,,,,,,
15105,Folia Parasitologica,,1108,Medical Microbiology,,,,,0015-5683,,,,,,,,,,,,
15109,International Journal of Medical Microbiology,,1108,Medical Microbiology,,,,,1438-4221,1618-0607,,,,,,,,,,,
15110,International Journal of Molecular Medicine,,0304,Medicinal and Biomolecular Chemistry,,,,,1107-3756,1791-244X,,,,,,,,,,,
15120,Journal of Clinical Microbiology,,06,Biological Sciences,07,Agricultural and Veterinary Sciences,11,Medical and Health Sciences,0095-1137,1070-633X,1098-660X,,,,,,,,,,
15121,Journal of Clinical Virology,,0605,Microbiology,1103,Clinical Sciences,1108,Medical Microbiology,1386-6532,1873-5967,,,,,,,,,,,
15126,Journal of Medical Microbiology,,06,Biological Sciences,07,Agricultural and Veterinary Sciences,11,Medical and Health Sciences,0022-2615,1473-5644,,,,,,,,,,,
15127,Journal of Medical Virology,,0605,Microbiology,1108,Medical Microbiology,,,0146-6615,1096-9071,,,,,,,,,,,
15128,"Journal of Membrane Biology: an international journal for studies on the structure, function and genesis of biomembranes",,0601,Biochemistry and Cell Biology,0605,Microbiology,1108,Medical Microbiology,0022-2631,1432-1424,,,,,,,,,,,
15133,Journal of Parasitology,,06,Biological Sciences,07,Agricultural and Veterinary Sciences,,,0022-3395,1937-2345,,,,,,,,,,,
15134,Journal of Viral Hepatitis,,0605,Microbiology,1103,Clinical Sciences,1108,Medical Microbiology,1345-2533,1352-0504,1365-2893,,,,,,,,,,
15135,Journal of Virological Methods,,0605,Microbiology,1108,Medical Microbiology,,,0166-0934,,,,,,,,,,,,
15139,Malaria Journal,,0605,Microbiology,1108,Medical Microbiology,1117,Public Health and Health Services,1475-2875,,,,,,,,,,,,
15140,Medical Microbiology and Immunology,,1107,Immunology,1108,Medical Microbiology,,,0300-8584,1432-1831,,,,,,,,,,,
15143,"Memorias do Instituto Oswaldo Cruz, Rio de Janeiro",,1108,Medical Microbiology,,,,,0074-0276,1678-8060,,,,,,,,,,,
15144,Microbes and Infection: a journal on infectious agents and host defenses,,0605,Microbiology,1107,Immunology,1108,Medical Microbiology,1286-4579,1769-714X,,,,,,,,,,,
15146,New Microbiologica: quarterly journal of microbiological sciences,,1108,Medical Microbiology,,,,,1121-7138,,,,,,,,,,,,
15157,The Journal of Molecular Diagnostics,,1108,Medical Microbiology,,,,,1525-1578,1943-7811,,,,,,,,,,,
15158,Molecular Medicine,,0304,Medicinal and Biomolecular Chemistry,0601,Biochemistry and Cell Biology,,,1076-1551,1528-3658,,,,,,,,,,,
15161,Parasite Immunology,,0605,Microbiology,0707,Veterinary Sciences,1108,Medical Microbiology,0141-9838,1365-3024,,,,,,,,,,,
15162,Parasite,,1108,Medical Microbiology,,,,,1252-607X,1776-1042,,,,,,,,,,,
15164,Parasitology International,,0605,Microbiology,0707,Veterinary Sciences,1108,Medical Microbiology,1383-5769,1873-0329,,,,,,,,,,,
15166,Parazitologiya,,0605,Microbiology,0608,Zoology,0707,Veterinary Sciences,0031-1847,,,,,,,,,,,,
15174,Reviews in Medical Microbiology,,1108,Medical Microbiology,,,,,0954-139X,,,,,,,,,,,,
15175,Reviews in Medical Virology,,1108,Medical Microbiology,,,,,1052-9276,1099-1654,,,,,,,,,,,
15179,Biotechnic and Histochemistry: a journal for microtechnic and histochemistry,,1108,Medical Microbiology,,,,,0038-9153,1052-0295,1473-7760,,,,,,,,,,
15185,Trends in Molecular Medicine,,06,Biological Sciences,11,Medical and Health Sciences,,,1357-4310,1471-4914,,,,,,,,,,,
15186,Trends in Parasitology,,06,Biological Sciences,07,Agricultural and Veterinary Sciences,11,Medical and Health Sciences,0169-4758,1471-4922,1471-5007,,,,,,,,,,
15193,Parasitology Research,,0605,Microbiology,0707,Veterinary Sciences,1108,Medical Microbiology,0932-0113,1432-1955,,,,,,,,,,,
15198,Annals of Clinical Microbiology and Antimicrobials,,1103,Clinical Sciences,,,,,1476-0711,,,,,,,,,,,,
15204,Biopolymers and Cell,,1108,Medical Microbiology,,,,,0233-7657,1993-6842,,,,,,,,,,,
15207,Current Issues in Molecular Biology,,1108,Medical Microbiology,,,,,1466-531X,1467-3037,1467-3045,,,,,,,,,,
15208,Current Molecular Medicine,,0304,Medicinal and Biomolecular Chemistry,0601,Biochemistry and Cell Biology,1115,Pharmacology and Pharmaceutical Sciences,1566-5240,1875-5666,,,,,,,,,,,
15214,Indian Journal of Pathology and Microbiology,,1108,Medical Microbiology,,,,,0019-5448,0377-4929,0974-5130,,,,,,,,,,
15218,Jawetz Melnick and Adelberg's Medical Microbiology,,1108,Medical Microbiology,,,,,1054-2744,,,,,,,,,,,,
15219,Journal of Applied Phycology,,0607,Plant Biology,0704,Fisheries Sciences,1002,Environmental Biotechnology,0921-8971,1573-5176,,,,,,,,,,,
15220,Journal of Microbiology Immunology and Infection,,1107,Immunology,1108,Medical Microbiology,,,0253-2662,1684-1182,,,,,,,,,,,
15221,Journal of Molecular and Genetic Medicine: an international journal of biomedical research,,1108,Medical Microbiology,,,,,1747-0862,,,,,,,,,,,,
15226,Parasites and Vectors,,1108,Medical Microbiology,1117,Public Health and Health Services,,,1756-3305,,,,,,,,,,,,
15227,La Lettre de l'Infectiologue: de la microbiologie a la clinique,,1108,Medical Microbiology,,,,,0296-9009,,,,,,,,,,,,
15229,Annual Reports in Medicinal Chemistry,,0304,Medicinal and Biomolecular Chemistry,1115,Pharmacology and Pharmaceutical Sciences,,,0065-7743,1557-8437,,,,,,,,,,,
15236,ChemBioChem: a European journal of chemical biology,,0304,Medicinal and Biomolecular Chemistry,0601,Biochemistry and Cell Biology,,,1439-4227,1439-7633,,,,,,,,,,,
15237,Clinical Biochemistry,,1101,Medical Biochemistry and Metabolomics,1103,Clinical Sciences,,,0009-9120,1873-2933,,,,,,,,,,,
15238,Current Medicinal Chemistry,,0304,Medicinal and Biomolecular Chemistry,0601,Biochemistry and Cell Biology,1115,Pharmacology and Pharmaceutical Sciences,0929-8673,1875-533X,,,,,,,,,,,
15240,European Journal of Medicinal Chemistry,,0304,Medicinal and Biomolecular Chemistry,0305,Organic Chemistry,1115,Pharmacology and Pharmaceutical Sciences,0223-5234,1768-3254,,,,,,,,,,,
15241,Frontiers in Bioscience,,0601,Biochemistry and Cell Biology,1112,Oncology and Carcinogenesis,1116,Medical Physiology,1093-4715,1093-9946,,,,,,,,,,,
15242,International Review of Cytology: a Survey of Cell Biology,,0601,Biochemistry and Cell Biology,,,,,0074-7696,,,,,,,,,,,,
15245,Journal of Computer-Aided Molecular Design,,0304,Medicinal and Biomolecular Chemistry,0307,Theoretical and Computational Chemistry,,,0920-654X,1573-4951,,,,,,,,,,,
15246,Journal of Enzyme Inhibition and Medicinal Chemistry,,0304,Medicinal and Biomolecular Chemistry,0601,Biochemistry and Cell Biology,,,1475-6366,1475-6374,8755-5093,,,,,,,,,,
15247,Journal of Lipid Research,,0601,Biochemistry and Cell Biology,1101,Medical Biochemistry and Metabolomics,,,0022-2275,,,,,,,,,,,,
15248,Journal of Medicinal Chemistry,,0304,Medicinal and Biomolecular Chemistry,0305,Organic Chemistry,1115,Pharmacology and Pharmaceutical Sciences,0022-2623,1520-4804,,,,,,,,,,,
15251,Progress in Lipid Research,,0601,Biochemistry and Cell Biology,1101,Medical Biochemistry and Metabolomics,1111,Nutrition and Dietetics,0163-7827,1873-2194,,,,,,,,,,,
15253,"Proteins: Structure, Function, and Bioinformatics",,01,Mathematical Sciences,06,Biological Sciences,08,Information and Computing Sciences,0887-3585,1097-0134,,,,,,,,,,,
15254,Molecular Informatics,,0304,Medicinal and Biomolecular Chemistry,0307,Theoretical and Computational Chemistry,0601,Biochemistry and Cell Biology,1611-020X,1611-0218,1868-1743,1868-1751,,,,,,,,,
15256,Acta Histochemica,,1101,Medical Biochemistry and Metabolomics,,,,,0065-1281,1618-0372,,,,,,,,,,,
15257,Advances in Clinical Chemistry,,1103,Clinical Sciences,,,,,0065-2423,,,,,,,,,,,,
15258,Amino Acids,,0304,Medicinal and Biomolecular Chemistry,1101,Medical Biochemistry and Metabolomics,,,0939-4451,1438-2199,,,,,,,,,,,
15259,Annals of Clinical Biochemistry,,1101,Medical Biochemistry and Metabolomics,1103,Clinical Sciences,,,0004-5632,,,,,,,,,,,,
15260,Biochemia Medica,,1101,Medical Biochemistry and Metabolomics,,,,,1330-0962,,,,,,,,,,,,
15261,Biochemical Society Transactions,,0601,Biochemistry and Cell Biology,1101,Medical Biochemistry and Metabolomics,,,0300-5127,1470-8752,,,,,,,,,,,
15264,Chemistry and Physics of Lipids,,02,Physical Sciences,03,Chemical Sciences,11,Medical and Health Sciences,0009-3084,1873-2941,,,,,,,,,,,
15265,Clinica Chimica Acta,,1103,Clinical Sciences,,,,,0009-8981,1873-3492,,,,,,,,,,,
15266,Clinical Chemistry and Laboratory Medicine,,1103,Clinical Sciences,1702,Cognitive Science,,,1434-6621,1437-4331,,,,,,,,,,,
15267,Current Protein and Peptide Science,,0304,Medicinal and Biomolecular Chemistry,0306,Physical Chemistry (incl. Structural),0601,Biochemistry and Cell Biology,1389-2037,1875-5550,,,,,,,,,,,
15269,Current Topics in Medicinal Chemistry,,0304,Medicinal and Biomolecular Chemistry,,,,,1568-0266,1873-4294,,,,,,,,,,,
15270,Experimental and Molecular Pathology,,1103,Clinical Sciences,,,,,0014-4800,1096-0945,,,,,,,,,,,
15273,Lipids,,07,Agricultural and Veterinary Sciences,09,Engineering,11,Medical and Health Sciences,0024-4201,1558-9307,,,,,,,,,,,
15274,Lipids in Health and Disease,,0899,Other Information and Computing Sciences,1101,Medical Biochemistry and Metabolomics,1111,Nutrition and Dietetics,1476-511X,,,,,,,,,,,,
15276,Medicinal Chemistry Research,,0304,Medicinal and Biomolecular Chemistry,1115,Pharmacology and Pharmaceutical Sciences,,,1054-2523,1554-8120,,,,,,,,,,,
15278,Medical Chemistry,,0304,Medicinal and Biomolecular Chemistry,1115,Pharmacology and Pharmaceutical Sciences,,,1681-2557,,,,,,,,,,,,
15279,Molecular and Cellular Probes,,0304,Medicinal and Biomolecular Chemistry,0601,Biochemistry and Cell Biology,,,0890-8508,1096-1194,,,,,,,,,,,
15282,Peptides,,0304,Medicinal and Biomolecular Chemistry,0606,Physiology,1115,Pharmacology and Pharmaceutical Sciences,0196-9781,1873-5169,,,,,,,,,,,
15283,Photochemistry and Photobiology,,02,Physical Sciences,03,Chemical Sciences,06,Biological Sciences,0031-8655,1751-1097,,,,,,,,,,,
15287,Radiokhimiya,,0307,Theoretical and Computational Chemistry,,,,,0033-8311,1066-3622,,,,,,,,,,,
15288,Ukrainian Chemical Journal (English),,03,Chemical Sciences,,,,,0041-6045,0372-4204,,,,,,,,,,,
15289,Diagnostika Materialov (Zavodskaya Laboratoriya),,0301,Analytical Chemistry,,,,,0321-4265,1028-6861,,,,,,,,,,,
15290,Acta Medica Okayama,,11,Medical and Health Sciences,,,,,0386-300X,,,,,,,,,,,,
15291,Advances in Experimental Medicine and Biology,,11,Medical and Health Sciences,,,,,0065-2598,,,,,,,,,,,,
15292,American Journal of Medicine,,11,Medical and Health Sciences,,,,,0002-9343,1555-7162,,,,,,,,,,,
15293,Annals of Medicine,,11,Medical and Health Sciences,,,,,0785-3890,1365-2060,,,,,,,,,,,
15295,Archives of Medical Research,,11,Medical and Health Sciences,,,,,0188-4409,1873-5487,,,,,,,,,,,
15296,Biomedical Research,,11,Medical and Health Sciences,,,,,0388-6107,1880-313X,,,,,,,,,,,
15297,BMC Medical Research Methodology,,1117,Public Health and Health Services,,,,,1471-2288,,,,,,,,,,,,
15298,Brazilian Journal of Medical and Biological Research,,11,Medical and Health Sciences,,,,,0100-879X,1678-4510,,,,,,,,,,,
15299,British Columbia Medical Journal,,11,Medical and Health Sciences,,,,,0007-0556,,,,,,,,,,,,
15300,British Medical Bulletin,,11,Medical and Health Sciences,,,,,0007-1420,1471-8391,,,,,,,,,,,
15301,Bulletin of Experimental Biology and Medicine,,11,Medical and Health Sciences,,,,,0007-4888,0365-9615,1573-8221,,,,,,,,,,
15302,Chinese Medical Journal,Zhonghua Yixue Zazhi,1102,Cardiorespiratory Medicine and Haematology,1199,Other Medical and Health Sciences,,,0366-6999,0376-2491,,,,,,,,,,,
15303,Clinical and Investigative Medicine,,11,Medical and Health Sciences,,,,,0147-958X,1488-2353,,,,,,,,,,,
15304,Clinical Science,,11,Medical and Health Sciences,,,,,0143-5221,1470-8736,,,,,,,,,,,
15305,Cochrane Database of Systematic Reviews,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,1469-493X,,,,,,,,,,,,
15306,Contemporary Clinical Trials,,11,Medical and Health Sciences,,,,,0197-2456,1551-7144,1559-2030,,,,,,,,,,
15307,Croatian Medical Journal,,11,Medical and Health Sciences,,,,,0353-9504,1332-8166,,,,,,,,,,,
15308,Current Medical Research and Opinion,,11,Medical and Health Sciences,14,Economics,,,0300-7995,1473-4877,,,,,,,,,,,
15309,Current Opinion in Molecular Therapeutics,,11,Medical and Health Sciences,,,,,1464-8431,2040-3445,,,,,,,,,,,
15310,Experimental and Molecular Medicine,,0304,Medicinal and Biomolecular Chemistry,,,,,0378-8512,1226-3613,,,,,,,,,,,
15311,Experimental Biology and Medicine,,11,Medical and Health Sciences,,,,,0037-9727,1535-3699,1535-3702,,,,,,,,,,
15312,Expert Opinion on Biological Therapy,,11,Medical and Health Sciences,,,,,1471-2598,1744-7682,,,,,,,,,,,
15313,Indian Journal of Medical Research,,11,Medical and Health Sciences,,,,,0971-5916,,,,,,,,,,,,
15314,JAMA: Journal of the American Medical Association,,11,Medical and Health Sciences,,,,,0098-7484,1538-3598,,,,,,,,,,,
15315,Journal of Biomedical Science,,06,Biological Sciences,08,Information and Computing Sciences,11,Medical and Health Sciences,1021-7770,1423-0127,,,,,,,,,,,
15316,Journal of Electromyography and Kinesiology,,1106,Human Movement and Sports Science,,,,,1050-6411,1873-5711,,,,,,,,,,,
15317,Journal of Experimental Medicine,,11,Medical and Health Sciences,,,,,0022-1007,1540-9538,,,,,,,,,,,
15318,Journal of International Medical Research,,11,Medical and Health Sciences,,,,,0300-0605,1473-2300,,,,,,,,,,,
15319,Journal of the Royal Society of Medicine,,1117,Public Health and Health Services,,,,,0141-0768,1758-1095,,,,,,,,,,,
15320,The Lancet,,11,Medical and Health Sciences,,,,,0140-6736,1474-547X,,,,,,,,,,,
15321,Mayo Clinic Proceedings,,11,Medical and Health Sciences,,,,,0025-6196,1942-5546,,,,,,,,,,,
15322,Medical Hypotheses,,11,Medical and Health Sciences,,,,,0306-9877,1532-2777,,,,,,,,,,,
15323,Medical Journal of Australia,,11,Medical and Health Sciences,17,Psychology and Cognitive Sciences,,,0025-729X,1326-5377,,,,,,,,,,,
15324,Medical Science Monitor: international medical journal for clinical and experimental research,,11,Medical and Health Sciences,,,,,1234-1010,1643-3750,,,,,,,,,,,
15325,Medicine Today: the peer reviewed journal of clinical practice,,11,Medical and Health Sciences,,,,,1443-430X,,,,,,,,,,,,
15326,National Medical Journal of India,,11,Medical and Health Sciences,,,,,0970-258X,,,,,,,,,,,,
15327,Nature Medicine,,11,Medical and Health Sciences,,,,,1078-8956,1546-170X,,,,,,,,,,,
15328,Neuroimmunomodulation,,11,Medical and Health Sciences,,,,,1021-7401,1423-0216,,,,,,,,,,,
15329,New England Journal of Medicine,,11,Medical and Health Sciences,,,,,0028-4793,1533-4406,,,,,,,,,,,
15330,New Zealand Medical Journal,,11,Medical and Health Sciences,,,,,1175-8716,,,,,,,,,,,,
15331,Papua New Guinea Medical Journal,,11,Medical and Health Sciences,,,,,0031-1480,,,,,,,,,,,,
15333,Postgraduate Medical Journal,,11,Medical and Health Sciences,,,,,0032-5473,1469-0756,,,,,,,,,,,
15335,QJM: an international journal of medicine,,11,Medical and Health Sciences,,,,,1460-2393,1460-2725,,,,,,,,,,,
15337,SAMJ South African Medical Journal,,11,Medical and Health Sciences,,,,,0256-9574,1995-1892,,,,,,,,,,,
15338,Scottish Medical Journal,,11,Medical and Health Sciences,,,,,0036-9330,0367-1038,0367-4800,,,,,,,,,,
15339,Singapore Medical Journal,,11,Medical and Health Sciences,,,,,0037-5675,,,,,,,,,,,,
15340,Southern Medical Journal,,11,Medical and Health Sciences,,,,,0038-4348,1541-8243,,,,,,,,,,,
15341,Tohoku Journal of Experimental Medicine,,11,Medical and Health Sciences,,,,,0040-8727,1349-3329,,,,,,,,,,,
15342,Vietnamese Medical Journal,,11,Medical and Health Sciences,,,,,1545-1844,,,,,,,,,,,,
15343,African Journal of Medicine and Medical Sciences,,11,Medical and Health Sciences,,,,,1116-4077,,,,,,,,,,,,
15344,Scientific Medical Journal of Ahwaz University of Medical Sciences,,11,Medical and Health Sciences,,,,,1026-8960,,,,,,,,,,,,
15345,Journal of the Aichi Medical University Association,,11,Medical and Health Sciences,,,,,0301-0902,,,,,,,,,,,,
15346,American Journal of the Medical Sciences,,11,Medical and Health Sciences,,,,,0002-9629,1538-2990,,,,,,,,,,,
15347,Annals of Saudi Medicine,,11,Medical and Health Sciences,,,,,0256-4947,1319-9226,,,,,,,,,,,
15348,Journal of the Arkansas Medical Society,,11,Medical and Health Sciences,,,,,0004-1858,,,,,,,,,,,,
15349,Bahrain Medical Society Journal,,11,Medical and Health Sciences,,,,,1015-6321,,,,,,,,,,,,
15350,Bratislava Medical Journal,Bratislavske Lekarske Listy,11,Medical and Health Sciences,,,,,0006-9248,1336-0345,,,,,,,,,,,
15351,CMAJ,,11,Medical and Health Sciences,,,,,0820-3946,1488-2329,,,,,,,,,,,
15352,Calicut Medical Journal,,11,Medical and Health Sciences,,,,,0972-9518,,,,,,,,,,,,
15353,Ceylon Medical Journal,,11,Medical and Health Sciences,,,,,0009-0875,,,,,,,,,,,,
15354,Chiba Medical Journal,,11,Medical and Health Sciences,,,,,0009-3459,0303-5476,,,,,,,,,,,
15355,Colorado Medicine,,11,Medical and Health Sciences,,,,,0199-7343,,,,,,,,,,,,
15356,Connecticut Medicine,,11,Medical and Health Sciences,,,,,0010-6178,,,,,,,,,,,,
15357,Delaware Medical Journal,,11,Medical and Health Sciences,,,,,0011-7781,,,,,,,,,,,,
15358,Dokkyo Journal of Medical Sciences,,11,Medical and Health Sciences,,,,,0385-5023,,,,,,,,,,,,
15360,East African Medical Journal,,11,Medical and Health Sciences,,,,,0012-835X,,,,,,,,,,,,
15361,Emirates Medical Journal,,11,Medical and Health Sciences,,,,,0250-6882,,,,,,,,,,,,
15362,Ethiopian Medical Journal,,11,Medical and Health Sciences,,,,,0014-1755,,,,,,,,,,,,
15363,European Journal of Medical Research,,11,Medical and Health Sciences,,,,,0949-2321,,,,,,,,,,,,
15364,Firat Medical Journal,,11,Medical and Health Sciences,,,,,1300-9818,,,,,,,,,,,,
15365,Journal of the Formosan Medical Association,,11,Medical and Health Sciences,,,,,0929-6646,,,,,,,,,,,,
15366,Fukushima Journal of Medical Science,,11,Medical and Health Sciences,,,,,0016-2590,,,,,,,,,,,,
15367,Gazi Medical Journal,,11,Medical and Health Sciences,,,,,1300-056X,,,,,,,,,,,,
15368,Ghana Medical Journal,,11,Medical and Health Sciences,,,,,0016-9560,,,,,,,,,,,,
15369,Hawaii Medical Journal,,11,Medical and Health Sciences,,,,,0017-8594,,,,,,,,,,,,
15370,Journal of the Hebei Medical University,,11,Medical and Health Sciences,,,,,1000-1581,1007-3205,,,,,,,,,,,
15371,Highland Medical Research Journal,,11,Medical and Health Sciences,,,,,1596-2407,,,,,,,,,,,,
15372,Hokkaido Journal of Medical Science,,11,Medical and Health Sciences,,,,,0367-6102,,,,,,,,,,,,
15373,Hong Kong Medical Journal,,11,Medical and Health Sciences,,,,,1024-2708,,,,,,,,,,,,
15374,Huazhong University of Science and Technology Journal,,11,Medical and Health Sciences,,,,,1672-0733,1672-0741,1993-1352,,,,,,,,,,
15375,Israel Medical Association Journal (ISAJ),,11,Medical and Health Sciences,,,,,0021-2180,1565-1088,,,,,,,,,,,
15376,Journal of the Indian Medical Association,,11,Medical and Health Sciences,,,,,1474-3655,,,,,,,,,,,,
15377,International Journal of Medical Sciences,,11,Medical and Health Sciences,,,,,1449-1907,,,,,,,,,,,,
15378,International Medical Journal,,11,Medical and Health Sciences,,,,,1341-2051,,,,,,,,,,,,
15379,Iranian Journal of Medical Sciences,,11,Medical and Health Sciences,,,,,0253-0716,1735-3688,,,,,,,,,,,
15380,Irish Journal of Medical Science,,11,Medical and Health Sciences,,,,,0021-1265,1863-4362,,,,,,,,,,,
15381,Irish Medical Journal,,11,Medical and Health Sciences,,,,,0332-3102,,,,,,,,,,,,
15382,JK Science: journal of medical education and research,,11,Medical and Health Sciences,,,,,0972-1177,,,,,,,,,,,,
15383,Jordan Medical Journal,,11,Medical and Health Sciences,,,,,0446-9283,,,,,,,,,,,,
15384,Journal for Scientific Research Medical Sciences,,11,Medical and Health Sciences,,,,,1029-4066,1729-9810,,,,,,,,,,,
15385,Journal International Medical Sciences Academy,,11,Medical and Health Sciences,,,,,0971-071X,,,,,,,,,,,,
15386,Journal of American Physicians and Surgeons,,11,Medical and Health Sciences,,,,,1086-4784,1543-4826,,,,,,,,,,,
15387,Journal of Medical Sciences,Yixue Yanjiu Zazhi,11,Medical and Health Sciences,,,,,1011-4564,2542-4939,,,,,,,,,,,
15388,Juntendo Medical Journal,,11,Medical and Health Sciences,,,,,0022-6769,,,,,,,,,,,,
15389,Kathmandu University Medical Journal,,11,Medical and Health Sciences,,,,,1812-2027,1812-2078,,,,,,,,,,,
15390,Keio Journal of Medicine,,11,Medical and Health Sciences,,,,,0022-9717,1880-1293,,,,,,,,,,,
15391,Journal of the Kentucky Medical Association,,11,Medical and Health Sciences,,,,,0023-0294,,,,,,,,,,,,
15392,Kitakanto Medical Journal,,11,Medical and Health Sciences,,,,,1343-2826,,,,,,,,,,,,
15394,Kobe Journal of Medical Sciences,,11,Medical and Health Sciences,,,,,0023-2513,1883-0498,,,,,,,,,,,
15395,Kurume Medical Journal,,11,Medical and Health Sciences,,,,,0023-5679,1881-2090,,,,,,,,,,,
15396,Kyoto Prefectural University of Medicine Medical Society Journal,,11,Medical and Health Sciences,,,,,0023-6012,,,,,,,,,,,,
15397,Lebanese Medical Journal,,11,Medical and Health Sciences,,,,,0023-9852,,,,,,,,,,,,
15398,Journal of the Louisiana State Medical Society,,11,Medical and Health Sciences,,,,,0024-6921,,,,,,,,,,,,
15399,Marmara Medical Journal,,11,Medical and Health Sciences,,,,,1019-1941,,,,,,,,,,,,
15400,Maryland Medicine,,11,Medical and Health Sciences,,,,,0886-0572,1538-2656,,,,,,,,,,,
15401,Medical Association of Georgia Journal,,11,Medical and Health Sciences,,,,,0025-7028,,,,,,,,,,,,
15402,Medical Journal Armed Forces India,,11,Medical and Health Sciences,,,,,0377-1237,,,,,,,,,,,,
15403,Medical Journal of the Islamic Republic of Iran,,11,Medical and Health Sciences,,,,,1016-1430,,,,,,,,,,,,
15405,Journal of the Mississippi State Medical Association,,11,Medical and Health Sciences,,,,,0026-6396,,,,,,,,,,,,
15406,Nagasaki Medical Journal,,11,Medical and Health Sciences,,,,,0369-3228,,,,,,,,,,,,
15407,Nagoya Medical Journal,,11,Medical and Health Sciences,,,,,0027-7649,,,,,,,,,,,,
15408,Journal of the Nagoya City University Medical Association,,11,Medical and Health Sciences,,,,,0027-7606,,,,,,,,,,,,
15409,Nara Medical Association Journal,,11,Medical and Health Sciences,,,,,1345-0069,,,,,,,,,,,,
15410,Journal of the National Medical Association,,11,Medical and Health Sciences,,,,,0027-9684,1943-4693,,,,,,,,,,,
15411,Nepal Medical Association Journal,,11,Medical and Health Sciences,,,,,0028-2715,1815-672X,,,,,,,,,,,
15412,Journal of the Nihon University Medical Association,,11,Medical and Health Sciences,,,,,0029-0424,,,,,,,,,,,,
15413,Nippon Medical School Journal,,11,Medical and Health Sciences,,,,,0048-0444,1345-4676,1347-3409,,,,,,,,,,
15414,North Carolina Medical Journal,,11,Medical and Health Sciences,,,,,0029-2559,,,,,,,,,,,,
15415,Journal of the Osaka Medical College,,11,Medical and Health Sciences,,,,,0030-6118,,,,,,,,,,,,
15416,Osaka City Medical Journal,,11,Medical and Health Sciences,,,,,0386-4103,,,,,,,,,,,,
15417,Hungarian Medical Journal,,11,Medical and Health Sciences,,,,,0030-6002,1788-6120,2060-6249,,,,,,,,,,
15418,Pakistan Journal of Medical Research,,11,Medical and Health Sciences,,,,,0030-9842,,,,,,,,,,,,
15419,Pakistan Journal of Medical Sciences,,11,Medical and Health Sciences,,,,,1681-715X,1682-024X,,,,,,,,,,,
15420,Qatar Medical Journal,,11,Medical and Health Sciences,,,,,0253-8253,,,,,,,,,,,,
15421,Revista de Ciencias Medicas (Campinas): journal of medical sciences,,11,Medical and Health Sciences,,,,,0104-0057,1415-5796,,,,,,,,,,,
15422,Royal Naval Medical Service Journal,,11,Medical and Health Sciences,,,,,0035-9033,,,,,,,,,,,,
15423,Santo Tomas Journal of Medicine,,11,Medical and Health Sciences,,,,,0371-3520,,,,,,,,,,,,
15424,Sao Paulo Medical Journal,,11,Medical and Health Sciences,,,,,1516-3180,1806-9460,,,,,,,,,,,
15425,Saudi Medical Journal,,11,Medical and Health Sciences,,,,,0379-5284,,,,,,,,,,,,
15426,Shimane Journal of Medical Science: an official journal of Shimane Medical University,,11,Medical and Health Sciences,,,,,0386-5959,,,,,,,,,,,,
15427,Shinshu Medical Journal,,11,Medical and Health Sciences,,,,,0037-3826,,,,,,,,,,,,
15428,Journal of Capital University of Medical Sciences,,11,Medical and Health Sciences,,,,,1001-2389,1006-7795,,,,,,,,,,,
15429,Journal of the South Carolina Medical Association,,11,Medical and Health Sciences,,,,,0038-3139,1544-4910,,,,,,,,,,,
15430,Finnish Medical Journal,,11,Medical and Health Sciences,,,,,0039-5560,,,,,,,,,,,,
15431,Timisoara Medical Journal,,11,Medical and Health Sciences,,,,,0493-3079,1583-5251,1583-526X,,,,,,,,,,
15432,Journal of the Toho University Medical Society,,11,Medical and Health Sciences,,,,,0040-8670,,,,,,,,,,,,
15433,Journal of the Tokyo Women's Medical University,,11,Medical and Health Sciences,,,,,0040-9022,,,,,,,,,,,,
15434,Medical Journal of the Trakya University,,11,Medical and Health Sciences,,,,,1301-3149,,,,,,,,,,,,
15435,Turkish Journal of Medical Sciences,,11,Medical and Health Sciences,,,,,1300-0144,1303-6165,,,,,,,,,,,
15436,Ukrainian Medical Journal,,11,Medical and Health Sciences,,,,,1562-1146,1680-3051,,,,,,,,,,,
15437,Ulster Medical Journal,,11,Medical and Health Sciences,,,,,0041-6193,,,,,,,,,,,,
15438,Medical Journal of the University of Cairo Faculty of Medicine,,11,Medical and Health Sciences,,,,,0045-3803,,,,,,,,,,,,
15439,Medical Journal of the University of Toronto,,11,Medical and Health Sciences,,,,,0833-2207,,,,,,,,,,,,
